STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,17.16222,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,16.46851,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,16.34851,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,18.51074,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,14.86799,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,14.80373,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,14.86324,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,15.05938,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,15.26477,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,15.39629,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,15.32182,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,DEU,Germany,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,15.44748,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,9.119006,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,9.172406,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,10.72749,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,10.68909,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,10.27287,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,11.03137,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,9.941142,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ISR,Israel,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,9.6396,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,16.17384,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,16.00558,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,8.571602,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,8.733172,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,8.636123,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,8.543038,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,8.499137,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,8.564764,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,8.639338,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,8.729805,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,8.816582,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,AUT,Austria,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,8.983603,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,7.945765,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,8.029846,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,8.368873,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,8.669484,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,9.219204,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,9.447687,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GRC,Greece,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,9.493279,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,12.49697,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,12.31228,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,12.109,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,11.96349,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,11.99657,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,12.07549,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,11.3295,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
